order_id,order_date,region,channel,sku,units,revenue_cny
SO-100913,2025-08-03,East,partner,VE-2000,6,2700.00
SO-100914,2025-08-03,North,partner,VE-1000,15,5201.25
SO-100915,2025-08-03,East,partner,VE-1000,9,2956.50
SO-100916,2025-08-03,North,online,VE-2000,16,7200.00
SO-100917,2025-08-03,East,partner,VE-2000,6,2700.00
SO-100918,2025-08-03,North,partner,VE-1000,10,3467.50
SO-100919,2025-08-03,West,online,VE-3000,9,17910.00
SO-100920,2025-08-03,South,direct,VE-3000,10,19900.00
SO-100921,2025-08-03,East,direct,VE-2000,21,8505.00
SO-100922,2025-08-03,North,online,VE-1000,7,2555.00
SO-100923,2025-08-03,North,partner,VE-2000,6,2700.00
SO-100924,2025-08-03,West,direct,VE-2000,6,2430.00
SO-100925,2025-08-03,West,partner,VE-1000,3,985.50
SO-100926,2025-08-03,East,direct,VE-1000,8,2920.00
SO-100927,2025-08-03,West,online,VE-1000,23,7555.50
SO-100928,2025-08-03,North,online,VE-1000,8,2774.00
SO-100929,2025-08-03,East,online,VE-2000,9,4050.00
SO-100930,2025-08-03,North,online,VE-1000,13,4745.00
SO-100931,2025-08-03,North,partner,VE-1000,1,365.00
SO-100932,2025-08-03,South,direct,VE-2000,5,2250.00
SO-100933,2025-08-03,West,online,VE-1000,11,3814.25
SO-100934,2025-08-03,North,online,VE-3000,6,11940.00
SO-100935,2025-08-03,East,direct,VE-1000,24,8760.00
SO-100936,2025-08-03,West,partner,VE-1000,12,"4,161.00"
SO-100937,2025-08-03,North,online,VE-1000,5,1642.50
SO-100938,2025-08-03,East,online,VE-1000,24,8760.00
SO-100939,2025-08-03,South,online,VE-2000,8,3420.00
SO-100940,2025-08-03,South,partner,VE-1000,5,1825.00
SO-100941,2025-08-03,East,direct,VE-1000,13,4507.75
SO-100942,2025-08-03,North,partner,VE-1000,1,365.00
SO-100943,2025-08-03,South,partner,VE-1000,9,2956.50
SO-100944,2025-08-03,North,online,VE-2000,8,3420.00
SO-100945,2025-08-03,East,online,VE-1000,10,3285.00
SO-100946,2025-08-03,South,direct,VE-2000,7,3150.00
SO-100947,2025-08-03,South,online,VE-1000,7,2555.00
SO-100948,2025-08-03,South,online,VE-2000,16,7200.00
SO-100949,2025-08-03,East,online,VE-2000,17,7650.00
SO-100950,2025-08-04, West,direct,VE-1000,5,1825.00
SO-100951,2025-08-04,North,direct,VE-1000,2,730.00
SO-100952,2025-08-04,North,direct,VE-1000,2,730.00
SO-100953,2025-08-04,East,direct,VE-3000,2,3980.00
SO-100954,2025-08-04,South,online,VE-1000,4,1460.00
SO-100955,2025-08-04,West,online,VE-1000,17,5894.75
SO-100956,2025-08-04,South,partner,VE-1000,21,7665.00
SO-100957,2025-08-04,West,online,VE-1000,4,1460.00
SO-100958,2025-08-04,South,direct,VE-1000,14,4854.50
SO-100959,2025-08-04,South,online,VE-3000,16,31840.00
SO-100960,2025-08-04,East,direct,VE-2000,10,4500.00
SO-100961,2025-08-04,South,direct,VE-1000,12,4380.00
SO-100962,2025-08-04,South,partner,VE-1000,17,6205.00
SO-100963,2025-08-04,East,direct,VE-3000,6,10746.00
SO-100964,2025-08-04,West,partner,VE-1000,3,1095.00
SO-100965,2025-08-04,East,direct,VE-2000,13,5265.00
SO-100966,2025-08-04,east,online,VE-1000,20,7300.00
SO-100967,2025-08-04,North,partner,VE-2000,7,3150.00
SO-100968,2025-08-04,East,partner,VE-2000,5,2250.00
SO-100969,2025-08-04,West,online,VE-1000,8,2628.00
SO-100970,2025-08-04,East,direct,VE-1000,5,1733.75
SO-100971,2025-08-04,North,direct,VE-3000,1,1890.50
SO-100972,2025-08-04,West,partner,VE-1000,14,
SO-100973,2025-08-04,East,partner,VE-2000,3,1282.50
SO-100974,2025-08-05,East,online,VE-2000,14,6300.00
SO-100975,2025-08-05,South,partner,VE-2000,13,5850.00
SO-100976,2025-08-05,South,online,VE-1000,9,2956.50
SO-100977,2025-08-05,East,online,VE-1000,18,6241.50
SO-100978,2025-08-05,West,partner,VE-1000,16,5840.00
SO-100979,2025-08-05,East,direct,VE-1000,6,"1,971.00"
SO-100980,2025-08-05,West,online,VE-1000,18,6570.00
SO-100981,2025-08-05,North,partner,VE-1000,4,1460.00
SO-100982,2025-08-05,East,direct,VE-3000,13,25870.00
SO-100983,2025-08-05,East,direct,VE-3000,7,12537.00
SO-100984,2025-08-05,West,partner,VE-1000,10,3285.00
SO-100985,2025-08-05,East,direct,VE-3000,3,5970.00
SO-100986,2025-08-05,South,online,VE-1000,15,5475.00
SO-100987,2025-08-05,East,online,VE-2000,17,6885.00
SO-100988,2025-08-05,East,partner,VE-3000,6,11940.00
SO-100989,2025-08-05,North,partner,VE-2000,6,2700.00
SO-100990,2025-08-05,North,online,VE-2000,12,5400.00
SO-100991,2025-08-05,South,direct,VE-1000,14,5110.00
SO-100992,2025-08-05,North,direct,VE-3000,1,1990.00
SO-100993,2025-08-05,North,online,VE-3000,15,29850.00
SO-100994,2025-08-05,East,direct,VE-2000,7,3150.00
SO-100995,2025-08-05,South,online,VE-3000,4,7960.00
SO-100996,2025-08-05,East,direct,VE-1000,1,365.00
SO-100997,2025-08-05,South,partner,VE-3000,17,33830.00
SO-100998,2025-08-05,North,direct,VE-2000,3,1350.00
SO-100999,2025-08-05,South,direct,VE-3000,2,3781.00
SO-101000,2025-08-06,East,partner,VE-1000,5,1825.00
SO-101001,2025-08-06,East,online,VE-3000,12,22686.00
SO-101002,2025-08-06,North,direct,VE-1000,1,346.75
SO-101003,2025-08-06,North,online,VE-1000,10,3467.50
SO-101004,2025-08-06,North,online,VE-1000,4,1314.00
SO-101005,2025-08-06,South,direct,VE-3000,8,14328.00
SO-101006,2025-08-06,West,online,VE-1000,4,1460.00
SO-101007,2025-08-06,West,partner,VE-1000,1,346.75
SO-101008,2025-08-06,West,partner,VE-1000,3,985.50
SO-101009,2025-08-06,East,direct,VE-3000,3,5970.00
SO-101010,2025-08-06,East,partner,VE-2000,7,3150.00
SO-101011,2025-08-06,East,online,VE-1000,14,4599.00
SO-101012,2025-08-06,West,direct,VE-1000,7,2299.50
SO-101013,2025-08-06,South,online,VE-1000,10,3650.00
SO-101014,2025-08-06,North,partner,VE-3000,4,7960.00
SO-101015,2025-08-06,South,partner,VE-1000,17,6205.00
SO-101016,2025-08-06,South,direct,VE-1000,15,5475.00
SO-101017,2025-08-06,West,direct,VE-3000,10,19900.00
SO-101018,2025-08-06,South,direct,VE-1000,7,2555.00
SO-101019,2025-08-06,North,online,VE-3000,13,25870.00
SO-101020,2025-08-06,East,online,VE-1000,16,5548.00
SO-101021,2025-08-06,South,partner,VE-2000,17,7267.50
SO-101022,2025-08-06,North,online,VE-2000,9,3645.00
SO-101023,2025-08-06,West,direct,VE-1000,13,4507.75
SO-101024,2025-08-06,North,partner,VE-1000,7,2555.00
SO-101025,2025-08-06,North,direct,VE-1000,9,2956.50
SO-101026,2025-08-06,East,online,VE-1000,4,1460.00
SO-101027,2025-08-07,East,partner,VE-1000,15,5475.00
SO-101028,2025-08-07,West,direct,VE-1000,1,328.50
SO-101029,2025-08-07,West,online,VE-2000,15,6412.50
SO-101030,2025-08-07,West,direct,VE-3000,10,19900.00
SO-101031,2025-08-07,South,online,VE-2000,15,6750.00
SO-101032,2025-08-07,North,partner,VE-2000,18,7695.00
SO-101033,2025-08-07,North,direct,VE-1000,3,1095.00
SO-101034,2025-08-07,South,direct,VE-1000,11,4015.00
SO-101035,2025-08-07,East,partner,VE-3000,5,9950.00
SO-101036,2025-08-07,South,partner,VE-1000,19,6935.00
SO-101037,08/07/2025,North,direct,VE-1000,10,3467.50
SO-101038,2025-08-07,East,direct,VE-1000,6,2190.00
SO-101039,2025-08-07,North,direct,VE-2000,8,3600.00
SO-101040,2025-08-07,South,partner,VE-1000,1,365.00
SO-101041,2025-08-07,North,online,VE-3000,3,5373.00
SO-101042,2025-08-07,South,partner,VE-2000,5,2250.00
SO-101043,2025-08-07,North,partner,VE-2000,8,3600.00
SO-101044,2025-08-07,West,partner,VE-2000,22,9900.00
SO-101045,2025-08-07,East,online,VE-1000,16,5256.00
SO-101046,2025-08-07,EAST,direct,VE-1000,1,346.75
SO-101047,2025-08-07,South,direct,VE-1000,9,3285.00
SO-101048,2025-08-07,West,partner,VE-2000,3,1282.50
SO-101049,2025-08-08,West,online,VE-3000,1,1890.50
SO-101050,2025-08-08,West,online,VE-1000,7,2299.50
SO-101051,2025-08-08,East,online,VE-3000,12,23880.00
SO-101052,2025-08-08,North,direct,VE-2000,1,450.00
SO-101053,2025-08-08,South,direct,VE-2000,8,3600.00
SO-101054,2025-08-08,East,online,VE-1000,9,3120.75
SO-101055,2025-08-08,North,partner,VE-2000,3,1350.00
SO-101056,2025-08-08,East,partner,VE-2000,11,4950.00
SO-101057,2025-08-08,East,direct,VE-1000,16,5840.00
SO-101058,2025-08-08,East,partner,VE-2000,5,2250.00
SO-101059,2025-08-08,South,online,VE-3000,8,15920.00
SO-101060,2025-08-08,South,online,VE-1000,10,3650.00
SO-101061,2025-08-08,East,partner,VE-1000,13,4270.50
SO-101062,2025-08-08,South,direct,VE-1000,6,2190.00
SO-101063,2025-08-08,South,partner,VE-3000,5,8955.00
SO-101064,2025-08-08,West,online,VE-2000,14,6300.00
SO-101065,2025-08-08,West,partner,VE-1000,1,365.00
SO-101066,2025-08-08,South,online,VE-1000,13,4745.00
SO-101067,2025-08-08,East,partner,VE-2000,7,3150.00
SO-101068,2025-08-08,East,partner,VE-1000,7,2427.25
SO-101069,2025-08-08,North,direct,VE-1000,3,1095.00
SO-101070,2025-08-08,East,partner,VE-3000,4,7562.00
SO-101071,2025-08-08,West,direct,VE-1000,14,5110.00
SO-101072,2025-08-08,East,direct,VE-1000,1,365.00
SO-101073,2025-08-09,South,direct,VE-2000,11,4950.00
SO-101074,2025-08-09,North,direct,VE-2000,9,3847.50
SO-101075,2025-08-09,South,online,VE-1000,11,3613.50
SO-101076,2025-08-09,South,online,VE-1000,6,2190.00
SO-101077,2025-08-09,West,partner,VE-1000,9,2956.50
SO-101078,2025-08-09,East,partner,VE-1000,5,1825.00
SO-101079,2025-08-09,North,online,VE-2000,6,2565.00
SO-101080,2025-08-09,West,partner,VE-2000,8,3420.00
SO-101081,2025-08-09,North,direct,VE-1000,12,4380.00
SO-101082,2025-08-09,South,partner,VE-1000,7,2299.50
SO-101083,2025-08-09,North,direct,VE-1000,11,4015.00
SO-101084,2025-08-09,South,online,VE-2000,7,2992.50
SO-101085,2025-08-09,South,direct,VE-2000,6,2430.00
SO-101086,2025-08-09,East,direct,VE-2000,8,3600.00
SO-101087,2025-08-09,West,online,VE-1000,10,3467.50
SO-101088,2025-08-09,North,direct,VE-2000,8,3240.00
SO-101089,2025-08-09,North,direct,VE-1000,11,4015.00
SO-101090,2025-08-09,West,partner,VE-2000,14,6300.00
SO-101091,2025-08-09,East,partner,VE-1000,10,3650.00
SO-101092,2025-08-09,South,direct,VE-2000,9,3645.00
SO-101093,2025-08-09,North,online,VE-2000,13,5850.00
SO-101094,2025-08-09,North,online,VE-1000,12,4380.00
SO-101095,2025-08-09,South,direct,VE-1000,14,5110.00
SO-101096,2025-08-10,East,direct,VE-3000,2,3781.00
SO-101097,08/10/2025,West,direct,VE-2000,12,5400.00
SO-101098,2025-08-10,East,direct,VE-1000,12,4380.00
SO-101099,2025-08-10,North,partner,VE-2000,10,4275.00
SO-101100,2025-08-10,South,direct,VE-1000,11,4015.00
SO-101101,2025-08-10,South,partner,VE-1000,5,1733.75
SO-101102,2025-08-10,North,online,VE-1000,7,2555.00
SO-101103,2025-08-10,West,partner,VE-2000,11,4950.00
SO-101104,2025-08-10,West,direct,VE-2000,12,5130.00
SO-101105,2025-08-10,North,partner,VE-2000,5,2137.50
SO-101106,2025-08-10,South,online,VE-3000,12,23880.00
SO-101107,2025-08-10,South,direct,VE-2000,6,2430.00
SO-101108,2025-08-10,West,direct,VE-1000,8,2920.00
SO-101109,2025-08-10,South,online,VE-1000,7,2555.00
SO-101110,2025-08-10,North,online,VE-1000,1,365.00
SO-101111,2025-08-10,South,partner,VE-3000,1,1990.00
SO-101112,2025-08-10,South,online,VE-1000,9,3120.75
SO-101113,2025-08-10,South,direct,VE-2000,10,4500.00
SO-101114,2025-08-10,West,online,VE-1000,3,985.50
SO-101115,2025-08-10,North,partner,VE-1000,11,4015.00
SO-101116,2025-08-10,South,online,VE-1000,8,2628.00
SO-101117,2025-08-10,West,direct,VE-1000,10,3650.00
SO-101118,2025-08-10,East,direct,VE-1000,14,5110.00
SO-101119,2025-08-10,South,online,VE-2000,8,3240.00
SO-101120,2025-08-10,East,online,VE-1000,4,1460.00
SO-101121,08/10/2025,North,partner,VE-1000,8,2920.00
SO-101122,2025-08-10,North,direct,VE-2000,8,3600.00
SO-101123,2025-08-10,East,direct,VE-1000,1,365.00
SO-101124,2025-08-10,North,direct,VE-2000,14,5670.00
SO-101125,2025-08-10,East,online,VE-2000,8,3600.00
SO-101126,2025-08-10,West,direct,VE-2000,7,3150.00
SO-101127,2025-08-10,East,direct,VE-1000,6,2190.00
SO-101128,2025-08-11,North,partner,VE-2000,18,8100.00
SO-101129,2025-08-11,South,partner,VE-1000,6,2190.00
SO-101130,2025-08-11,East,direct,VE-1000,16,5840.00
SO-101131,2025-08-11,South,direct,VE-1000,14,5110.00
SO-101132,2025-08-11,South,online,VE-1000,7,2555.00
SO-101133,2025-08-11,South,direct,VE-2000,2,855.00
SO-101134,2025-08-11,West,partner,VE-2000,7,3150.00
SO-101135,2025-08-11,West,partner,VE-1000,1,365.00
SO-101136,2025-08-11,West,online,VE-2000,8,3600.00
SO-101137,2025-08-11,South,online,VE-1000,5,1825.00
SO-101138,2025-08-11,South,direct,VE-1000,10,3467.50
SO-101139,2025-08-11,West,partner,VE-2000,5,2137.50
SO-101140,2025-08-11,West,direct,VE-1000,12,4380.00
SO-101141,2025-08-11,North,direct,VE-3000,11,20795.50
SO-101142,2025-08-11,South,direct,VE-2000,23,10350.00
SO-101143,2025-08-11,North,direct,VE-1000,12,4380.00
SO-101144,08/11/2025,North,partner,VE-1000,8,2628.00
SO-101145,2025-08-11,East,direct,VE-3000,3,5373.00
SO-101146,2025-08-11,East,online,VE-3000,21,41790.00
SO-101147,2025-08-11,East,partner,VE-2000,8,3240.00
SO-101148,2025-08-11,East,partner,VE-2000,5,2250.00
SO-101149,2025-08-12,North,online,VE-1000,3,1040.25
SO-101150,08/12/2025,North,partner,VE-1000,1,365.00
SO-101151,2025-08-12,North,online,VE-1000,4,1460.00
SO-101152,2025-08-12,South,direct,VE-2000,10,4050.00
SO-101153,2025-08-12,East,partner,VE-3000,3,5373.00
SO-101154,2025-08-12,South,direct,VE-1000,18,6241.50
SO-101155,2025-08-12,West,partner,VE-1000,1,346.75
SO-101156,2025-08-12,East,direct,VE-1000,6,2190.00
SO-101157,2025-08-12,South,partner,VE-2000,1,405.00
SO-101158,2025-08-12,North,direct,VE-1000,18,6570.00
SO-101159,2025-08-12,North,online,VE-1000,4,1387.00
SO-101160,2025-08-12,North,online,VE-2000,7,2835.00
SO-101161,2025-08-12,North,direct,VE-1000,3,1040.25
SO-101162,2025-08-12,North,online,VE-1000,12,3942.00
SO-101163,2025-08-12,East,direct,VE-1000,4,1314.00
SO-101164,2025-08-12,South,online,VE-3000,1,1990.00
SO-101165,2025-08-12,North,partner,VE-3000,8,15920.00
SO-101166,2025-08-12,North,online,VE-1000,8,2920.00
SO-101167,2025-08-12,West,partner,VE-2000,9,4050.00
SO-101168,2025-08-12,North,online,VE-3000,8,15920.00
SO-101169,2025-08-12,South,online,VE-1000,18,6570.00
SO-101170,2025-08-12,South,direct,VE-1000,1,365.00
SO-101171,2025-08-12,North,direct,VE-1000,1,346.75
SO-101172,2025-08-12,North,direct,VE-2000,6,2430.00
SO-101173,2025-08-12,East,direct,VE-1000,9,3120.75
SO-101174,2025-08-12,North,partner,VE-2000,11,4950.00
SO-101175,2025-08-12,North,partner,VE-3000,8,15920.00
SO-101176,2025-08-12,East,online,VE-2000,5,2250.00
SO-101177,2025-08-13,East,direct,VE-2000,2,900.00
SO-101178,2025-08-13,North,partner,VE-1000,8,2628.00
SO-101179,2025-08-13,North,partner,VE-2000,11,4950.00
SO-101180,2025-08-13,North,partner,VE-2000,6,2565.00
SO-101181,2025-08-13,North,partner,VE-1000,17,6205.00
SO-101182,2025-08-13,South,direct,VE-2000,21,9450.00
SO-101183,2025-08-13,East,online,VE-2000,1,450.00
SO-101184,2025-08-13,East,online,VE-2000,13,5850.00
SO-101185,2025-08-13,North,direct,VE-2000,5,2025.00
SO-101186,2025-08-13,West,online,VE-2000,17,7650.00
SO-101187,2025-08-13,West,online,VE-3000,14,26467.00
SO-101188,2025-08-13,North,partner,VE-1000,6,2190.00
SO-101189,2025-08-13,North,direct,VE-2000,12,5400.00
SO-101190,2025-08-13,East,partner,VE-2000,8,3600.00
SO-101191,2025-08-13,North,partner,VE-2000,1,450.00
SO-101192,2025-08-13,North,partner,VE-1000,21,6898.50
SO-101193,2025-08-13,West,direct,VE-2000,14,5985.00
SO-101194,2025-08-13,East,partner,VE-1000,12,4380.00
SO-101195,2025-08-13,South,partner,VE-2000,15,6412.50
SO-101196,2025-08-13,North,direct,VE-2000,6,2700.00
SO-101197,2025-08-13,North,direct,VE-1000,4,1460.00
SO-101198,2025-08-13,North,online,VE-1000,10,3650.00
SO-101199,2025-08-13,West,partner,VE-1000,12,4380.00
SO-101200,2025-08-13,West,partner,VE-2000,3,1350.00
SO-101201,2025-08-13,North,online,VE-3000,9,16119.00
SO-101202,2025-08-13,East,direct,VE-1000,1,365.00
SO-101203,2025-08-14,South,online,VE-2000,7,3150.00
SO-101204,2025-08-14,West,online,VE-2000,11,4950.00
SO-101205,2025-08-14,East,direct,VE-2000,1,450.00
SO-101206,2025-08-14,North,online,VE-2000,12,5400.00
SO-101207,2025-08-14,South,online,VE-1000,1,328.50
SO-101208,2025-08-14,South,online,VE-3000,5,8955.00
SO-101209,2025-08-14,North,online,VE-3000,5,9950.00
SO-101210,08/14/2025,North,online,VE-2000,7,2835.00
SO-101211,2025-08-14,East,direct,VE-1000,5,1733.75
SO-101212,2025-08-14,North,partner,VE-1000,1,365.00
SO-101213,2025-08-14,North,online,VE-1000,1,365.00
SO-101214,2025-08-14,South,direct,VE-2000,10,4275.00
SO-101215,2025-08-14,North,online,VE-2000,14,6300.00
SO-101216,2025-08-14,North,direct,VE-1000,1,365.00
SO-101217,2025-08-14,North,online,VE-1000,16,5840.00
SO-101218,2025-08-14,South,partner,VE-2000,6,2700.00
SO-101219,2025-08-14,South,online,VE-1000,17,5584.50
SO-101220,2025-08-14,East,direct,VE-1000,1,365.00
SO-101221,2025-08-14,North,direct,VE-2000,7,3150.00
SO-101222,2025-08-14,West,direct,VE-1000,11,4015.00
SO-101223,2025-08-14,South,direct,VE-2000,8,3240.00
SO-101224,2025-08-14,North,partner,VE-2000,13,5265.00
SO-101225,2025-08-14,East,partner,VE-3000,1,1990.00
SO-101226,2025-08-14,South,direct,VE-2000,5,2250.00
SO-101227,2025-08-14,East,direct,VE-2000,1,405.00
SO-101228,2025-08-14,East,direct,VE-2000,1,427.50
SO-101229,2025-08-14,East,direct,VE-1000,8,2920.00
SO-101230,2025-08-15,South,online,VE-2000,14,5985.00
SO-101231,2025-08-15,West,online,VE-1000,1,328.50
SO-101232,2025-08-15,East,direct,VE-1000,16,5840.00
SO-101233,2025-08-15,East,online,VE-3000,4,7960.00
SO-101234,2025-08-15,South,direct,VE-1000,1,365.00
SO-101235,2025-08-15,North,online,VE-1000,19,6935.00
SO-101236,2025-08-15,South,online,VE-2000,10,4500.00
SO-101237,2025-08-15,East,online,VE-3000,15,28357.50
SO-101238,2025-08-15,East,direct,VE-2000,5,2025.00
SO-101239,2025-08-15,East,online,VE-2000,8,3600.00
SO-101240,2025-08-15,West,direct,VE-1000,5,1733.75
SO-101241,2025-08-15,North,partner,VE-1000,9,3285.00
SO-101242,2025-08-15,West,partner,VE-1000,10,3285.00
SO-101243,2025-08-15,North,partner,VE-1000,1,365.00
SO-101244,2025-08-15,South,partner,VE-1000,13,4745.00
SO-101245,2025-08-15,North,partner,VE-1000,7,2555.00
SO-101246,2025-08-15,South,online,VE-1000,9,2956.50
SO-101247,2025-08-15,North,online,VE-2000,15,6075.00
SO-101248,2025-08-15,West,online,VE-2000,10,4500.00
SO-101249,2025-08-15,West,online,VE-2000,15,6075.00
SO-101250,2025-08-15,South,direct,VE-1000,5,1825.00
SO-101251,2025-08-15,West,direct,VE-1000,7,2299.50
SO-101252,2025-08-15,North,online,VE-1000,15,5475.00
SO-101253,2025-08-15,South,partner,VE-1000,1,328.50
SO-101254,2025-08-15,East,partner,VE-1000,6,2190.00
SO-101255,2025-08-15,North,direct,VE-1000,1,346.75
SO-101256,2025-08-15,North,online,VE-1000,7,2299.50
SO-101257,2025-08-15,East,direct,VE-1000,8,2920.00
SO-101258,2025-08-15,East,direct,VE-1000,10,3650.00
SO-101259,2025-08-15,East,direct,VE-1000,12,4380.00
SO-101260,2025-08-15,South,direct,VE-3000,1,1990.00
SO-101261,2025-08-16,East,partner,VE-1000,12,4161.00
SO-101262,2025-08-16,South,partner,VE-2000,11,4950.00
SO-101263,2025-08-16,East,direct,VE-2000,11,4950.00
SO-101264,2025-08-16,South,partner,VE-1000,14,4599.00
SO-101265,2025-08-16,East,partner,VE-2000,2,900.00
SO-101266,2025-08-16,North,partner,VE-3000,14,27860.00
SO-101267,2025-08-16,North,online,VE-1000,2,693.50
SO-101268,2025-08-16,West,direct,VE-1000,5,1733.75
SO-101269,2025-08-16,South,direct,VE-1000,12,4380.00
SO-101270,2025-08-16,South,direct,VE-2000,20,9000.00
SO-101271,2025-08-16,North,partner,VE-2000,12,5400.00
SO-101272,2025-08-16,East,partner,VE-1000,7,2555.00
SO-101273,2025-08-16,North,online,VE-2000,6,2700.00
SO-101274,2025-08-16,East,online,VE-2000,18,8100.00
SO-101275,2025-08-16,South,online,VE-1000,10,3285.00
SO-101276,2025-08-16,South,direct,VE-2000,10,4500.00
SO-101277,2025-08-16,North,online,VE-1000,11,4015.00
SO-101278,2025-08-16,West,online,VE-3000,3,5970.00
SO-101279,2025-08-16,North,partner,VE-1000,1,365.00
SO-101280,2025-08-16,North,online,VE-1000,3,985.50
SO-101281,2025-08-16,North,partner,VE-1000,17,6205.00
SO-101282,2025-08-17,West,partner,VE-2000,1,405.00
SO-101283,2025-08-17,East,direct,VE-1000,3,985.50
SO-101284,2025-08-17,North,direct,VE-2000,10,4500.00
SO-101285,2025-08-17,East,direct,VE-1000,19,6935.00
SO-101286,2025-08-17,East,direct,VE-1000,11,4015.00
SO-101287,2025-08-17,East,online,VE-2000,9,4050.00
SO-101288,2025-08-17,East,direct,VE-2000,1,405.00
SO-101289,2025-08-17,South,online,VE-3000,11,21890.00
SO-101290,2025-08-17,South,partner,VE-2000,13,5850.00
SO-101291,2025-08-17,West,online,VE-1000,2,657.00
SO-101292,2025-08-17,South,online,VE-1000,4,1387.00
SO-101293,2025-08-17,South,partner,VE-2000,6,2700.00
SO-101294,2025-08-17,South,direct,VE-2000,5,2137.50
SO-101295,2025-08-17,East,partner,VE-2000,1,405.00
SO-101296,2025-08-17,West,online,VE-2000,13,5850.00
SO-101297,2025-08-17,West,direct,VE-3000,10,17910.00
SO-101298,2025-08-17,East,online,VE-2000,2,900.00
SO-101299,2025-08-17,East,direct,VE-2000,1,450.00
SO-101300,2025-08-17,South,direct,VE-3000,1,1990.00
SO-101301,2025-08-17,South,direct,VE-3000,1,1990.00
SO-101302,2025-08-18,West,direct,VE-1000,8,2920.00
SO-101303,2025-08-18,South,partner,VE-1000,8,2920.00
SO-101304,2025-08-18,East,partner,VE-2000,7,3150.00
SO-101305,2025-08-18,South,online,VE-2000,7,3150.00
SO-101306,2025-08-18,South,online,VE-3000,8,15920.00
SO-101307,2025-08-18,North,online,VE-1000,9,2956.50
SO-101308,2025-08-18,North,direct,VE-3000,8,15920.00
SO-101309,2025-08-18,South,online,VE-1000,7,2299.50
SO-101310,2025-08-18,West,partner,VE-1000,4,1460.00
SO-101311,2025-08-18,South,partner,VE-1000,1,365.00
SO-101312,2025-08-18,East,online,VE-2000,12,5130.00
SO-101313,2025-08-18,South,partner,VE-3000,5,9950.00
SO-101314,2025-08-18,North,partner,VE-1000,9,3285.00
SO-101315,2025-08-18,South,direct,VE-2000,6,2700.00
SO-101316,2025-08-18,West,partner,VE-1000,1,365.00
SO-101317,2025-08-18,East,direct,VE-3000,2,3980.00
SO-101318,2025-08-18,North,direct,VE-1000,7,2555.00
SO-101319,2025-08-18,South,partner,VE-3000,4,7960.00
SO-101320,2025-08-18,North,direct,VE-1000,17,6205.00
SO-101321,2025-08-18,South,online,VE-1000,1,346.75
SO-101322,2025-08-18,North,direct,VE-3000,11,19701.00
SO-101323,2025-08-18,East,online,VE-1000,19,6241.50
SO-101324,2025-08-18,North,online,VE-1000,1,365.00
SO-101325,2025-08-18,North,partner,VE-2000,16,7200.00
SO-101326,2025-08-19,East,partner,VE-1000,1,365.00
SO-101327,2025-08-19,North,partner,VE-1000,1,365.00
SO-101328,08/19/2025,West,direct,VE-2000,11,4950.00
SO-101329,2025-08-19,West,direct,VE-1000,19,6241.50
SO-101330,2025-08-19, South,direct,VE-1000,5,1733.75
SO-101331,2025-08-19,South,online,VE-1000,10,3467.50
SO-101332,2025-08-19,North,online,VE-2000,11,4455.00
SO-101333,2025-08-19,South,direct,VE-2000,10,4500.00
SO-101334,2025-08-19,West,partner,VE-1000,1,365.00
SO-101335,2025-08-19,West,partner,VE-1000,10,3650.00
SO-101336,2025-08-19,West,direct,VE-2000,8,3600.00
SO-101337,2025-08-19,East,direct,VE-1000,12,4380.00
SO-101338,2025-08-19,South,partner,VE-1000,10,3467.50
SO-101339,2025-08-19,West,partner,VE-1000,13,4270.50
SO-101340,2025-08-19,North,direct,VE-2000,8,3420.00
SO-101341,2025-08-19,North,direct,VE-1000,9,2956.50
SO-101342,2025-08-19,South,partner,VE-1000,13,4507.75
SO-101343,2025-08-19,South,partner,VE-1000,10,3650.00
SO-101344,08/19/2025,South,direct,VE-1000,5,1642.50
SO-101345,2025-08-19,East,online,VE-1000,11,4015.00
SO-101346,2025-08-19,south,partner,VE-3000,6,11940.00
SO-101347,2025-08-19,South,online,VE-2000,13,5557.50
SO-101348,2025-08-19,North,partner,VE-1000,6,2080.50
SO-101349,2025-08-19,North,direct,VE-1000,10,3650.00
SO-101350,2025-08-19,South,online,VE-1000,14,4599.00
SO-101351,2025-08-19,East,partner,VE-3000,10,17910.00
SO-101352,2025-08-19,South,partner,VE-1000,5,1825.00
SO-101353,2025-08-19,North,online,VE-2000,22,9405.00
SO-101354,2025-08-19,South,partner,VE-1000,13,4270.50
SO-101355,2025-08-19,South,online,VE-2000,5,2250.00
SO-101356,2025-08-19,South,online,VE-3000,9,16119.00
SO-101357,2025-08-19,North,partner,VE-1000,4,1460.00
SO-101358,2025-08-19,North,direct,VE-1000,1,328.50
SO-101359,2025-08-20,South,online,VE-1000,2,693.50
SO-101360,2025-08-20,East,online,VE-1000,20,7300.00
SO-101361,2025-08-20,East,partner,VE-2000,12,4860.00
SO-101362,2025-08-20,East,online,VE-3000,7,13930.00
SO-101363,2025-08-20,South,online,VE-2000,1,427.50
SO-101364,2025-08-20,South,partner,VE-3000,3,5373.00
SO-101365,2025-08-20,East,online,VE-2000,15,6412.50
SO-101366,2025-08-20,East,partner,VE-1000,18,5913.00
SO-101367,2025-08-20,West,direct,VE-1000,9,3285.00
SO-101368,2025-08-20,North,partner,VE-3000,1,1791.00
SO-101369,2025-08-20,East,online,VE-1000,15,5475.00
